date,Chickpeas,Oil (mustard),Potatoes,Rice,Sugar,Wheat,Onions
2000-02,18.896666666666665,45.690000000000005,4.933333333333334,236.4944444444444,16.27058823529412,205.00384615384613,5.246666666666667
2000-03,18.16,43.621875,4.365,223.21578947368425,16.61388888888889,245.025,5.68
2000-04,18.5,42.965625,4.7425,231.99055555555557,17.041666666666668,234.04142857142853,5.4875
2000-05,18.295,41.340625,4.855,231.35555555555555,16.641666666666666,219.60666666666663,5.2575
2000-06,18.84,42.080000000000005,5.09,230.88888888888889,16.63529411764706,217.80666666666667,4.827500000000001
2000-07,20.19,41.89,5.375,208.4165,16.58529411764706,214.592,5.465
2000-08,20.875,42.21,5.4325,206.1125,17.102777777777778,208.8033333333333,5.005
2000-09,21.0775,42.14333333333333,5.59,166.3642105263158,16.96611111111111,170.30214285714283,5.445
2000-10,20.8875,40.38461538461539,5.755,179.5735294117647,16.808823529411764,170.22642857142858,6.2
2000-11,22.8,40.4,5.4575,204.60526315789477,16.63888888888889,209.98666666666668,7.575
2000-12,23.8375,43.31785714285714,4.77,192.4625,16.191176470588236,212.9813333333333,7.91
2001-01,23.455,42.709375,4.2275,211.05555555555557,16.180555555555557,213.61666666666667,7.8625
2001-02,22.4725,42.623333333333335,4.105,219.15277777777777,16.041666666666668,214.75,6.9725
2001-03,22.775,43.81,4.4425,219.19444444444449,16.191666666666666,214.9833333333333,6.34
2001-04,22.75,43.39375,5.1175,206.70833333333331,16.570588235294117,210.83333333333331,5.83
2001-05,23.785,43.2375,7.1525,245.453125,16.66764705882353,207.092,5.702500000000001
2001-06,25.575,,7.8075,465.52375,16.072499999999998,379.93375,5.13
2001-07,25.8975,,8.0975,473.81375,16.03,388.40625,5.73
2001-08,26.1125,,8.6025,465.94625,15.9675,374.2075,7.4525
2001-09,25.7875,,8.1625,471.25125,16.165,384.60375,8.05
2001-10,27.125,,8.025,479.46625,16.24,394.0725,8.575
2001-11,27.83,,9.55,482.7725,16.04,403.60625,10.7
2001-12,27.9725,,8.452499999999999,483.525,16.025,403.33375,9.0575
2002-01,27.4475,45.52,7.36,218.22222222222223,16.144117647058824,205.21875,7.0175
2002-02,25.725,43.03333333333333,6.4,213.30555555555557,16.029411764705884,194.78529411764703,5.675
2002-03,25.0,43.09375,6.0275,196.0842105263158,16.125,194.75,5.4575
2002-04,24.23,43.8,6.404999999999999,206.7261111111111,16.16176470588235,207.315625,5.16
2002-05,23.445,45.333333333333336,7.2,196.07,16.33823529411765,204.245625,5.32
2002-06,22.5375,47.1875,7.605,192.6010526315789,16.147058823529413,204.859375,5.4175
2002-07,22.5225,48.125,8.275,183.655,16.0,193.36764705882356,6.27
2002-08,22.775,49.0,9.225,188.4525,16.105882352941176,205.984375,6.7625
2002-09,23.0825,48.8125,9.4775,190.4465,15.73611111111111,195.41176470588235,7.68
2002-10,23.7125,49.6,9.5,195.3625,15.552941176470586,210.09375,8.0325
2002-11,24.205,53.0,9.375,195.525,15.258823529411764,214.765625,8.08
2002-12,23.87,53.96875,8.1625,185.5319047619048,14.90277777777778,208.2941176470588,7.125
2003-01,22.7075,52.8125,5.672499999999999,204.70526315789476,14.738888888888887,201.69117647058823,5.6175
2003-02,21.935,52.73333333333333,4.69,188.18789473684208,14.705882352941176,216.515625,4.8625
2003-03,22.1075,54.09375,4.5875,199.6263157894737,14.516666666666667,207.36764705882356,4.8025
2003-04,22.5975,57.1875,5.6225000000000005,196.20526315789476,14.516666666666667,195.07777777777775,6.105
2003-05,22.74,58.4375,5.34,199.11315789473684,14.680555555555555,184.47222222222223,6.32
2003-06,21.9525,59.125,6.4875,197.4115789473684,14.947222222222225,186.06944444444449,6.452500000000001
2003-07,21.7125,59.03125,7.195,198.7921052631579,15.366666666666667,186.43055555555557,7.0625
2003-08,21.77,58.875,7.0075,192.1725,15.927777777777775,185.41666666666663,7.6625
2003-09,22.025,58.375,6.75,196.5435,15.944444444444445,198.83823529411765,8.6325
2003-10,23.035,60.93333333333333,6.9725,197.775,16.158823529411762,215.6625,11.9875
2003-11,23.3025,60.5,6.82,184.9033333333333,15.997222222222222,205.6735294117647,12.835
2003-12,23.275,60.75,6.6675,194.97,15.76388888888889,208.48529411764707,10.5525
2004-01,22.75,61.625,6.28,206.0157894736842,15.641666666666667,223.30882352941177,11.68
2004-02,22.445,62.8125,5.6175,207.55105263157893,16.755555555555556,219.60294117647055,11.91
2004-03,22.32,60.3125,5.7375,203.0157894736842,16.35,211.86764705882356,9.6375
2004-04,22.0325,58.4375,6.2125,201.39736842105265,17.291666666666668,204.51470588235293,8.8375
2004-05,22.0975,57.0,7.09,195.79,17.51388888888889,201.85294117647055,7.14
2004-06,22.21,56.8125,7.91,199.69,17.47222222222222,199.9705882352941,6.845
2004-07,22.17,57.0625,8.4275,191.1071428571429,17.541666666666668,202.44117647058823,6.8475
2004-08,22.245,56.1875,8.8625,190.4628571428572,17.944444444444443,201.7205882352941,7.8425
2004-09,22.5,56.40625,9.32,194.66904761904763,17.98888888888889,202.13529411764708,8.065000000000001
2004-10,22.5,56.46875,9.47,215.05,18.08888888888889,200.1205882352941,7.97
2004-11,22.5925,56.78125,9.3625,215.075,17.950000000000003,204.77470588235292,8.2125
2004-12,22.75,56.65625,7.445,214.3,18.48888888888889,205.26470588235293,7.8525
2005-01,22.6175,56.46875,6.44,222.31578947368425,19.87777777777778,207.16176470588235,7.882499999999999
2005-02,22.75,55.5,5.52,202.3571428571429,19.72222222222222,212.5735294117647,7.355
2005-03,22.8375,55.125,5.6125,204.2761904761905,19.76111111111111,214.1323529411765,7.12
2005-04,22.7225,54.78125,6.355,206.6095238095238,19.51944444444445,209.91176470588235,7.105
2005-05,22.43,54.28125,7.9325,229.7394736842105,19.494444444444444,210.05588235294115,7.165
2005-06,22.6225,54.84375,8.345,227.60263157894732,19.444444444444443,208.5735294117647,6.8675
2005-07,24.115,56.28125,8.942499999999999,225.08684210526317,19.80555555555556,212.44117647058823,7.0575
2005-08,24.965,56.03125,9.3725,214.26,19.944444444444443,213.98529411764707,8.5225
2005-09,24.875,55.84375,8.76,210.745,19.77777777777778,214.85294117647055,12.2875
2005-10,24.8825,55.8125,8.8825,209.795,19.83888888888889,219.0764705882353,15.27
2005-11,25.9225,56.25,10.9075,210.845,19.88055555555556,240.96875,16.13
2005-12,26.72,55.875,11.625,209.3095238095238,19.875,249.765625,12.845
2006-01,26.625,55.78125,10.105,220.955,20.641666666666666,260.6625,8.942499999999999
2006-02,26.355,55.53125,8.0275,225.0625,21.47222222222222,264.5625,6.875
2006-03,26.72,55.375,7.3775,224.8375,21.13888888888889,272.9375,5.8825
2006-04,27.7575,55.25,7.825,238.3815789473684,21.27777777777778,265.46875,5.609999999999999
2006-05,29.5875,56.375,8.4575,243.94736842105263,21.55555555555556,260.90625,5.5125
2006-06,30.635,56.96875,8.875,235.7875,21.47222222222222,270.85,5.5375
2006-07,30.685,57.28125,9.785,221.84761904761905,21.22222222222222,278.8625,6.2325
2006-08,31.9475,57.59375,10.0025,225.3571428571429,21.05555555555556,287.375,7.25
2006-09,37.595,57.5,10.4225,227.6071428571429,20.80555555555556,293.1875,7.3575
2006-10,41.05,57.71875,11.625,238.465,20.569444444444443,305.703125,7.8375
2006-11,40.5525,60.125,12.15,232.9,20.444444444444443,326.321875,8.92
2006-12,39.9125,59.5,10.9825,222.87142857142857,19.944444444444443,329.853125,9.3875
2007-01,38.32,59.75,9.9375,241.59473684210528,19.30555555555556,331.0,12.305
2007-02,36.73,58.4375,8.71,238.7657894736842,17.77777777777778,326.671875,14.5575
2007-03,33.3025,58.25,8.057500000000001,240.47368421052636,17.555555555555557,306.890625,11.3975
2007-04,33.489999999999995,58.375,8.7,241.2394736842105,16.916666666666668,300.4375,10.645
2007-05,32.975,58.5,9.6425,236.2,16.72222222222222,294.03125,9.225
2007-06,32.6025,59.73333333333333,10.86,250.7894736842105,16.676470588235293,294.8125,10.06
2007-07,33.1275,61.16666666666666,11.725,232.75,16.11764705882353,285.9852941176471,12.75
2007-08,33.3875,62.266666666666666,12.26,236.0,16.058823529411764,288.7264705882353,14.26
2007-09,33.5275,62.73333333333333,12.205,237.6904761904762,16.029411764705884,290.5882352941176,16.3825
2007-10,33.645,63.73333333333333,12.805,254.1125,16.205882352941178,299.3529411764706,17.6475
2007-11,33.9025,65.3,12.4275,259.775,16.323529411764707,305.36764705882354,16.4775
2007-12,34.3225,65.36666666666666,11.0525,265.3175,16.235294117647058,314.3382352941176,11.025
2008-01,33.7225,67.33333333333333,9.62,286.09736842105264,16.476470588235294,317.9117647058824,8.997499999999999
2008-02,33.525,69.66666666666667,8.84,299.5184210526316,16.594117647058823,319.94117647058823,7.725
2008-03,35.7225,74.46428571428571,8.1325,277.8095238095238,17.38235294117647,322.55882352941177,7.505
2008-04,36.6075,73.06666666666666,7.7375,276.4166666666667,17.36764705882353,321.7529411764706,7.54
2008-05,35.0725,74.2,7.885,299.04315789473685,17.147058823529413,310.47058823529414,7.335
2008-06,33.965,78.7,8.1125,298.4694736842105,17.205882352941178,330.578125,7.507499999999999
2008-07,34.8325,80.53333333333333,9.105,301.85,17.764705882352942,336.484375,9.11
2008-08,35.87,81.0,9.6,311.345,20.323529411764707,329.210625,12.0375
2008-09,36.5025,79.21428571428571,9.9025,311.72,20.25,329.179375,12.2825
2008-10,37.025,79.35714285714286,9.4,312.545,20.352941176470587,328.4375,11.8825
2008-11,36.395,77.07142857142857,9.055,319.745,20.323529411764707,330.453125,14.83
2008-12,34.5825,77.64285714285714,8.6125,304.5904761904762,20.764705882352946,338.21875,17.002499999999998
2009-01,34.345,77.28571428571429,8.6125,302.76238095238097,140.6138888888889,343.9975,18.875
2009-02,34.375,75.5,7.5,313.145,151.26444444444445,345.675,16.115000000000002
2009-03,33.6325,71.28571428571429,8.545,311.9325,253.50894736842105,347.854375,15.675
2009-04,33.79,70.28571428571429,10.785,313.3335,268.65210526315786,332.0175,12.125
2009-05,33.004999999999995,69.64285714285714,12.0125,327.41,283.41473684210524,333.75,10.0
2009-06,32.965,69.65217391304348,13.5975,289.3172727272727,210.96555555555557,319.95941176470586,11.07
2009-07,34.6175,69.83333333333333,15.36,293.93904761904764,211.43814814814812,319.75470588235294,11.9675
2009-08,35.8,69.58333333333333,15.8375,298.52772727272725,249.3911111111111,331.3658823529412,12.3375
2009-09,35.15,69.125,17.0,305.3636363636364,261.1574074074074,336.7352941176471,12.0825
2009-10,35.0,67.73913043478261,20.365,328.44571428571425,263.78814814814814,348.2964705882353,18.1075
2009-11,35.85,36.1,20.1325,355.10428571428577,299.10407407407405,381.0111764705883,21.05
2009-12,35.7025,69.82608695652173,17.9675,327.8952173913044,297.1503703703704,388.5358823529412,21.9725
2010-01,34.9675,69.22727272727273,15.025,341.05333333333334,345.4738461538461,389.59,21.2375
2010-02,33.9875,62.23333333333333,10.5375,468.5753333333333,467.8933333333333,409.8275,18.7625
2010-03,32.335,69.29411764705883,8.7875,379.1215789473684,355.79571428571427,378.9441176470588,13.655
2010-04,32.8625,62.11666666666666,9.3125,432.8588235294118,282.3583333333333,358.7352941176471,11.8375
2010-05,32.515,61.81052631578948,10.105,407.735,270.10200000000003,373.339375,10.8575
2010-06,32.7575,61.971428571428575,11.13,369.705,235.0937037037037,366.26,11.165
2010-07,33.2,64.99600000000001,11.35,355.53285714285715,217.83033333333333,349.78,11.885
2010-08,33.885,67.14166666666667,11.0,346.04227272727275,216.6393103448276,357.60555555555555,13.1675
2010-09,35.0825,66.69032258064516,12.38,388.1465,175.79756756756757,365.1055555555556,18.1675
2010-10,35.0825,67.92973684210526,13.6925,412.16315789473686,154.54659090909092,368.0877777777778,21.7075
2010-11,35.85,69.64057142857143,15.3675,397.8825,169.68048780487803,371.8805555555556,28.35
2010-12,36.625,70.14263157894737,15.295,381.7295238095238,164.37177777777777,370.32,41.695
2011-01,36.705,74.58571428571429,13.2225,210.3125,177.75731707317073,191.2394736842105,44.6125
2011-02,37.9,74.48111111111112,11.1575,205.0109756097561,169.9542857142857,191.6610526315789,19.29
2011-03,37.9825,74.91571428571429,10.655,205.2921951219512,172.5709756097561,186.50763157894733,12.885
2011-04,36.7725,74.61777777777777,10.5075,206.0170731707317,168.21095238095236,174.89184210526318,11.075
2011-05,36.44,74.23421052631579,11.5125,193.41386363636363,155.83434782608697,159.34666666666666,11.2925
2011-06,36.8375,77.85410256410256,11.7375,187.61933333333332,153.3804347826087,156.55404761904762,11.7375
2011-07,39.7075,78.31297297297297,12.59,195.71651162790693,167.53232558139536,166.49897435897435,13.025
2011-08,41.9375,79.79243243243243,13.4525,197.77558139534884,166.62581395348838,163.80700000000002,15.585
2011-09,47.82,80.86871794871796,13.7575,195.07822222222225,156.25680851063828,152.73022727272726,18.64
2011-10,51.8225,81.38102564102564,13.6375,195.20577777777777,158.44148936170214,152.04999999999998,18.7875
2011-11,51.932500000000005,83.25175,12.9875,194.10108695652173,166.2004255319149,149.8134090909091,17.505000000000003
2011-12,52.2475,86.24275,11.05,197.896,172.32195652173914,153.2760465116279,14.3575
2012-01,51.0925,,10.3425,202.01159090909093,1055.5649999999998,186.21914285714288,12.095
2012-02,50.1725,,10.425,202.68272727272725,1038.9283333333333,167.41390243902438,10.6725
2012-03,51.95,,11.015,194.85978260869564,1037.621666666667,168.96975609756095,11.1525
2012-04,53.8675,95.75560975609756,12.810222222222222,196.5791304347826,163.08553191489364,162.8688372093023,11.884
2012-05,56.9,97.0129268292683,15.255,212.94244444444445,165.59893617021277,165.43627906976744,11.6925
2012-06,59.89,97.72093023255816,16.36,214.44304347826085,160.3461224489796,159.85177777777778,11.825
2012-07,62.96,99.43772727272729,17.760833333333334,210.961875,167.46239999999997,158.20022222222224,13.752708333333333
2012-08,69.81,103.24704545454546,18.88145833333333,218.96854166666665,184.8022,169.20600000000002,14.723541666666668
2012-09,71.7425,104.24363636363636,18.60020833333333,211.22122448979596,188.355,180.93577777777776,14.833958333333332
2012-10,71.5975,103.59863636363636,18.04895833333333,215.00510204081635,188.6612,181.46666666666667,15.340000000000002
2012-11,71.14750000000001,104.00340909090907,17.912499999999998,215.5322448979592,184.536,185.80733333333333,18.647916666666667
2012-12,71.245,104.8809090909091,16.914583333333333,213.3734,182.1152,199.1188636363636,20.49354166666667
2013-01,69.3225,104.72295454545456,14.636458333333332,221.08020408163267,174.8686,198.30045454545453,20.916875
2013-02,63.975,104.74977272727271,14.077291666666667,226.66458333333333,173.88279999999995,204.64,25.0025
2013-03,60.9425,103.89681818181818,13.43063829787234,226.6331914893617,173.37224489795918,210.2630952380952,21.147659574468083
2013-04,58.22,102.2275,13.945957446808512,224.3121276595745,169.74693877551022,206.53523809523807,19.653191489361703
2013-05,55.495,100.59409090909092,15.540425531914892,229.06936170212765,170.1295918367347,204.8364285714285,18.657234042553192
2013-06,53.775,99.56,16.806250000000002,227.9257142857143,167.1402,206.68976744186045,21.84645833333333
2013-07,52.105,98.70261904761904,17.931702127659573,245.44234042553188,167.8185714285714,211.43261904761903,28.409787234042557
2013-08,50.965,96.91780487804878,17.72659574468085,236.6579166666667,167.35244897959186,207.42666666666668,45.00191489361703
2013-09,51.465,96.80275,17.415434782608695,239.6317021276596,169.82604166666667,207.98357142857145,55.18891304347826
2013-10,50.0325,95.93560975609756,18.88895833333333,224.24918367346936,164.08880000000002,198.9390909090909,57.06583333333333
2013-11,50.2675,98.59441860465115,25.18122448979592,217.1474,159.72686274509803,202.54666666666668,54.22714285714286
2013-12,51.4775,99.8043181818182,22.08959183673469,219.7628,158.3050980392157,207.2888888888889,36.79122448979592
2014-01,51.1775,98.50813953488372,18.14142857142857,219.8722,155.35235294117646,203.2448888888889,22.067755102040817
2014-02,51.2975,98.0693023255814,15.557142857142855,222.2942,151.77,206.59244444444445,18.562244897959182
2014-03,49.1625,97.56511627906976,16.19734693877551,221.433,152.45235294117649,205.228,17.25755102040816
2014-04,51.2775,98.67022727272727,17.83285714285714,220.6398,161.80470588235295,194.3332608695652,17.41061224489796
2014-05,51.0,98.4931818181818,20.53142857142857,222.5888,166.59960784313725,198.49644444444445,18.529591836734696
2014-06,49.57,97.704,21.593265306122447,223.0578,167.7235294117647,199.842,20.562244897959182
2014-07,48.5325,97.61422222222222,24.07270833333333,232.2559183673469,172.3984,200.13090909090909,28.885
2014-08,48.1925,97.00545454545454,26.15875,235.8657142857143,169.28619999999998,203.33318181818183,29.128125
2014-09,46.807500000000005,97.0225,28.251875,239.0297959183673,165.0196,201.51545454545456,27.3975
2014-10,47.3775,97.15022727272726,29.003958333333333,232.6158333333333,162.1294,198.4134090909091,26.113333333333333
2014-11,47.19,97.80888888888887,29.54895833333333,229.94625,158.9382,199.48454545454544,26.08604166666667
2014-12,46.735,98.046,23.8975,218.81125,152.1626,196.19204545454545,26.063333333333333
2015-01,49.045,99.3786274509804,18.575818181818185,187.23535714285717,135.27912280701753,172.85745098039214,25.11327272727273
2015-02,50.4625,99.83490196078432,16.403636363636366,192.15142857142857,133.72070175438597,171.89,24.64436363636364
2015-03,52.94,99.22588235294118,14.501272727272728,196.40160714285716,128.04491228070177,170.89058823529413,23.927818181818186
2015-04,54.3525,98.76076923076924,13.092321428571427,192.84438596491228,123.46103448275862,166.63346153846155,21.65232142857143
2015-05,64.35,99.45423076923076,13.106071428571427,193.17736842105265,122.95431034482758,166.76634615384617,21.73392857142857
2015-06,66.0325,101.21076923076924,14.121785714285716,199.1996428571429,118.40379310344828,162.7575,24.62714285714286
2015-07,65.4525,102.29923076923076,14.889285714285714,194.5878947368421,112.28448275862068,160.7605769230769,28.303214285714287
2015-08,65.9725,102.12156862745098,14.996964285714286,192.98910714285716,115.7905172413793,164.41096153846155,45.30357142857143
2015-09,67.9225,104.995,15.095535714285717,191.04894736842107,120.44827586206895,169.74346153846153,55.33267857142857
2015-10,70.265,106.3572,15.853636363636364,191.75767857142856,129.08508771929826,177.7398039215686,47.138000000000005
2015-11,70.98,113.37549019607845,16.87272727272727,188.46456140350875,130.08105263157896,180.79176470588237,37.84381818181818
2015-12,71.235,113.24843137254902,16.31490909090909,191.29107142857143,133.54929824561404,180.6407843137255,30.666727272727275
2016-01,70.4275,111.62615384615384,14.67,190.28508771929825,142.05206896551724,176.38038461538463,23.99803571428572
2016-02,69.0325,110.43153846153844,13.988392857142856,190.79089285714284,146.18465517241378,179.44423076923078,20.248214285714287
2016-03,69.225,108.0875,14.712857142857144,186.7282456140351,151.37206896551723,176.5373076923077,17.940535714285712
2016-04,75.0275,107.47826923076924,16.50642857142857,187.91142857142856,162.9105172413793,170.56519230769234,17.166607142857142
2016-05,80.11500000000001,108.35673076923078,18.801964285714288,192.2625,163.96499999999995,170.51326923076925,15.935357142857145
2016-06,86.305,107.35745098039216,21.41375,196.2607142857143,166.07362068965517,175.01307692307694,16.262857142857143
2016-07,106.255,107.7629411764706,23.09107142857143,193.00280701754383,168.9015517241379,179.5630769230769,17.798214285714288
2016-08,107.6275,109.74058823529413,23.35071428571429,192.6880701754386,171.5455172413793,182.7901923076923,17.71857142857143
2016-09,111.1825,110.17764705882354,22.78017857142857,194.4263157894737,170.99827586206897,182.32134615384612,16.66482142857143
2016-10,131.555,110.11803921568628,22.12160714285714,197.6684210526316,172.54637931034483,184.23096153846157,16.454107142857143
2016-11,136.9525,111.49923076923076,21.114821428571428,197.82964912280704,171.54,197.9442307692308,17.342857142857145
2016-12,133.06,111.67754716981132,17.426964285714284,201.21086206896555,168.99965517241378,206.70211538461535,16.67309090909091
2017-01,114.6,112.24481481481482,14.68142857142857,212.5285964912281,174.9139655172414,205.7788235294117,16.25267857142857
2017-02,92.2075,111.5078846153846,13.754285714285714,215.2978947368421,179.0193103448276,204.019,15.6875
2017-03,84.5375,109.77807692307692,13.24090909090909,211.0498245614035,179.93775862068964,196.9014,15.259464285714284
2017-04,85.99,108.49301886792452,13.537090909090908,215.96107142857144,178.63206896551725,187.1308,15.135892857142858
2017-05,86.925,107.56096153846154,14.035,214.14803571428573,181.22438596491227,187.1191836734694,14.830727272727271
2017-06,85.5425,106.2918,14.511296296296296,223.29981818181815,181.9030357142857,187.48408163265304,15.17314814814815
2017-07,82.945,105.25019230769232,15.254285714285714,219.5859649122807,177.25655172413792,179.9443137254902,16.30125
2017-08,82.2425,104.86615384615384,15.893928571428573,223.23473684210524,178.68913793103448,181.10333333333332,27.439107142857143
2017-09,86.355,105.59442307692308,15.672321428571427,227.3338596491228,178.11379310344827,181.2660784313725,27.733035714285712
2017-10,84.0925,104.61615384615384,15.737142857142857,225.23666666666665,177.95034482758618,181.48039215686276,31.51892857142857
2017-11,78.7975,105.55884615384616,15.985178571428571,228.66892857142855,174.49275862068964,183.3492156862745,40.606785714285714
2017-12,75.1075,106.80826923076924,16.095000000000002,229.73964285714283,164.3546551724138,186.8756862745098,44.70196428571428
2018-01,70.8,107.16538461538462,14.828214285714283,231.5615789473684,157.31706896551722,186.5421568627451,43.84785714285714
2018-02,67.4125,106.91403846153844,14.45375,232.7017543859649,155.86724137931037,190.50823529411764,
2018-03,66.7175,106.60769230769232,15.319107142857144,231.87859649122808,153.87844827586207,188.49196078431373,
2018-04,64.0,106.32686274509804,16.690727272727273,239.87018181818183,144.77350877192984,184.52,
2018-05,63.2725,105.71269230769232,18.89089285714286,232.99771929824564,133.62310344827586,189.0074,
2018-06,63.385,105.56826923076925,20.424285714285716,233.77403508771928,146.92137931034483,193.25705882352943,
2018-07,64.32000000000001,106.86365384615384,21.92527272727273,231.0783928571429,156.1238596491228,197.8696,
2018-08,68.55499999999999,107.5745283018868,22.23928571428572,233.39821428571423,153.0001724137931,205.7535294117647,
2018-09,68.05,107.69,22.11625,228.27089285714283,151.44275862068966,209.4358823529412,
2018-10,67.225,107.38698113207548,22.449636363636365,227.04107142857143,154.6580701754386,214.8036,
2018-11,69.055,107.68173076923075,21.884074074074075,231.53472727272728,155.30714285714288,220.025,
2018-12,71.67750000000001,,22.245,1425.2675,1100.3533333333332,1267.82125,
2019-01,71.69,107.8224074074074,17.67142857142857,229.49070175438595,149.27810344827586,205.42625,
2019-02,70.6875,,18.1975,1479.575,1123.243333333333,1296.975,
2019-03,68.05250000000001,,17.095,1467.235,1123.9016666666666,1267.37375,
2019-04,67.64750000000001,,19.1475,1416.36375,1130.618333333333,1185.3825,
2019-05,69.885,,20.8425,1415.88,1161.2333333333331,1167.41375,
2019-06,72.2675,107.86611111111112,16.26093023255814,241.37127272727272,1161.5916666666665,198.4078181818182,
2019-07,69.9975,108.0690566037736,19.001296296296296,246.5214814814815,156.95767857142854,204.50981481481483,
2019-08,67.8225,107.68075471698111,18.84925925925926,241.9718181818182,162.1139285714286,208.2261111111111,
2019-09,68.3725,108.06471698113208,19.030740740740743,243.03727272727272,164.71499999999995,207.8159259259259,
2019-10,69.30499999999999,108.4122641509434,20.051666666666662,240.80089285714288,164.71571428571428,215.3645283018868,
2019-11,70.9625,108.98471698113208,22.080370370370368,265.5830357142857,162.80982142857144,216.37603773584905,
2019-12,69.9175,110.29018867924528,24.77277777777778,272.7801818181818,161.29892857142858,218.8043396226415,
2020-01,69.055,114.87735849056604,25.908076923076923,284.22,164.3018181818182,229.04442307692307,
